Date,Semester,Meeting Type,Appointment Start Time,Appointment End Time,Scheduled Duration in Minutes,Actual Duration in Minutes,Provider,Appointment Type,Appointment Location Name,Appointment Location Type,Reason,Attended Session,Gender,Race/Ethnicity,First Generation Student,Class Level,Term GPA,Primary Major,College,Services
2024-09-01,F24,Scheduled,09:00:00,09:30:00,30,30.4,Coach C,Learning Center Academic Coaching,Student Success Center,OFFICE,Building good study habits,yes,Male,WH,No,Freshman,3.5 - 4.0,UNDEC_JOUR,School of Journalism,Learning Center Academic Coaching
2024-11-16,F24,Scheduled,12:30:00,13:00:00,30,,Coach C,Learning Center Academic Coaching,SSC M124,ELSEWHERE,Time management,no,Female,WH,Yes,Junior,3.5 - 4.0,HDFS_BS,College of Education and Human Development,Learning Center Academic Coaching
2024-09-04,F24,Scheduled,11:30:00,12:00:00,30,,Coach D,Academic Coaching: Level II,Zoom,ONLINE,Overcoming procrastination,no,Male,HI WH,No,Junior,3.5 - 4.0,POLS_BA,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-08-22,F24,Scheduled,16:00:00,16:30:00,30,57.9,Coach E,Learning Center Academic Coaching,Student Success Center,OFFICE,Campus resources,yes,Female,BL,No,Senior,3.5 - 4.0,CVEN_BSCIE,College of Engineering,Learning Center Academic Coaching
2024-12-05,F24,Scheduled,10:00:00,10:30:00,30,60.2,Coach E,Learning Center Academic Coaching,Student Success Center,OFFICE,Building good study habits,yes,Male,HI WH,No,Junior,3.0 - 3.49,UNDEC_BUS,Trulaske College of Business,Learning Center Academic Coaching
2024-12-02,F24,Scheduled,11:30:00,12:00:00,30,,Coach H,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Self-care and wellness,Cancelled,Male,BL,No,Senior,3.0 - 3.49,PRE_NURSE,College of Health Sciences,Learning Center Academic Coaching
2024-09-22,F24,Scheduled,16:30:00,17:00:00,30,,Coach C,Academic Coaching: Level II,Student Success Center,OFFICE,Exam preparation,no,Female,WH,Yes,Freshman,2.5 - 2.99,CPEG_BS,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-09-28,F24,Scheduled,12:30:00,13:00:00,30,38.5,Coach B,Learning Center Academic Coaching,Student Success Center,OFFICE,Building good study habits,yes,Female,WH,No,Freshman,2.0 - 2.49,BIOSCI_BS,College of Arts and Science,Learning Center Academic Coaching
2024-11-14,F24,Scheduled,10:00:00,10:30:00,30,58.5,Coach D,Learning Center: First Level II Academic Coaching Appointment,Zoom,ONLINE,Building good study habits,yes,Male,WH,No,Sophomore,2.5 - 2.99,AT_BS,College of Health Sciences,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-08-21,F24,Scheduled,16:30:00,17:00:00,30,46.6,Coach B,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Memory techniques,yes,Female,AS,No,Sophomore,3.0 - 3.49,CHEM_BS,College of Arts and Science,Learning Center Academic Coaching
2024-11-05,F24,Scheduled,08:00:00,08:30:00,30,65.0,Coach F,Learning Center: First Level II Academic Coaching Appointment,Zoom,ONLINE,Building good study habits,yes,Male,WH,No,Junior,2.0 - 2.49,FSHN_BS,"College of Agriculture, Food & Natural Resources","Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-12-06,F24,Scheduled,09:30:00,10:00:00,30,,Coach G,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Self-care and wellness,Cancelled,Female,WH,Yes,Sophomore,3.5 - 4.0,MKTG_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2024-11-21,F24,Scheduled,16:30:00,17:00:00,30,49.9,Coach K,Learning Center Academic Coaching,SSC M124,ELSEWHERE,Building good study habits,yes,Female,HI WH,Yes,Freshman,3.5 - 4.0,MKTG_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2024-10-27,F24,Scheduled,09:30:00,10:00:00,30,,Coach F,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Time management,Cancelled,Male,BL,No,Sophomore,3.0 - 3.49,PLSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-12-04,F24,Scheduled,16:30:00,17:00:00,30,62.1,Coach I,Learning Center Academic Coaching,Zoom,ONLINE,Time management,yes,Female,WH,No,Junior,3.5 - 4.0,PLSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-10-15,F24,Scheduled,09:00:00,09:30:00,30,,Coach F,Academic Coaching: Level II,Student Success Center,OFFICE,Time management,Cancelled,Female,HI WH,No,Sophomore,3.5 - 4.0,UNDEC_JOUR,School of Journalism,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-09-21,F24,Scheduled,13:00:00,13:30:00,30,42.4,Coach K,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Building good study habits,yes,Female,WH,Yes,Junior,3.0 - 3.49,AGHG_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-11-12,F24,Scheduled,08:00:00,08:30:00,30,36.8,Coach D,Learning Center Academic Coaching,Zoom,ONLINE,Memory techniques,yes,Female,HI WH,Yes,Junior,2.5 - 2.99,UNDEC_BUS,Trulaske College of Business,Learning Center Academic Coaching
2024-10-06,F24,Scheduled,12:30:00,13:00:00,30,31.6,Coach G,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Overcoming procrastination,yes,Female,BL WH,Yes,Senior,3.0 - 3.49,PRE_NURSE,College of Health Sciences,Learning Center Academic Coaching
2024-08-26,F24,Scheduled,16:00:00,16:30:00,30,37.4,Coach C,Learning Center Academic Coaching,Student Success Center,OFFICE,Setting goals,yes,Female,BL WH,No,Junior,3.0 - 3.49,PLSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-10-22,F24,Scheduled,10:00:00,10:30:00,30,43.7,Coach I,Learning Center Academic Coaching,Learning Center 100,OFFICE,Test-taking and test anxiety,yes,Male,WH,No,Freshman,Under 2.0,HLTH_BS,College of Health Sciences,Learning Center Academic Coaching
2024-12-11,F24,Scheduled,14:00:00,14:30:00,30,,Coach A,Academic Coaching: Level II,Student Success Center Main Floor,OFFICE,Exam preparation,no,Male,BL WH,No,Freshman,2.5 - 2.99,PLSC_BS,"College of Agriculture, Food & Natural Resources","Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-09-05,F24,Scheduled,15:00:00,15:30:00,30,60.2,Coach L,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Test-taking and test anxiety,yes,Male,WH,No,Sophomore,Under 2.0,EXPLR_BS,Undecided / Other,Learning Center Academic Coaching
2024-09-16,F24,Scheduled,13:30:00,14:00:00,30,39.3,Coach A,Learning Center Academic Coaching,SSC 100,ELSEWHERE,Building good study habits,yes,Female,WH,No,Freshman,Under 2.0,PRE_NURSE,College of Health Sciences,Learning Center Academic Coaching
2024-09-05,F24,Scheduled,16:30:00,17:00:00,30,,Coach A,Learning Center Academic Coaching,Student Success Center,OFFICE,Note-taking,no,Female,WH,Yes,Sophomore,2.0 - 2.49,SPED_BS,College of Education and Human Development,Learning Center Academic Coaching
2024-09-29,F24,Scheduled,13:00:00,13:30:00,30,64.0,Coach C,Academic Coaching: Level II,Zoom,ONLINE,Building good study habits,yes,Female,AS WH,No,Sophomore,3.5 - 4.0,MATH_BS,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-08-26,F24,Scheduled,12:30:00,13:00:00,30,43.9,Coach E,Learning Center Academic Coaching,Student Success Center,OFFICE,Building good study habits,yes,Female,WH,No,Freshman,3.0 - 3.49,MKTG_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2024-08-22,F24,Scheduled,09:00:00,09:30:00,30,54.7,Coach B,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Exam preparation,yes,Female,WH,No,Junior,Under 2.0,CPEG_BS,College of Engineering,Learning Center Academic Coaching
2024-08-30,F24,Scheduled,10:00:00,10:30:00,30,84.7,Coach I,Learning Center: First Level II Academic Coaching Appointment,Student Success Center Main Floor,OFFICE,How to use technology effectively,yes,Male,BL WH,No,Freshman,2.0 - 2.49,HDFS_BS,College of Education and Human Development,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-10-13,F24,Scheduled,13:00:00,13:30:00,30,39.2,Coach Q,Learning Center Academic Coaching,Zoom,ONLINE,Time management,yes,Female,WH,No,Senior,2.0 - 2.49,AT_BS,College of Health Sciences,Learning Center Academic Coaching
2024-09-10,F24,Scheduled,10:30:00,11:00:00,30,,Coach E,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Self-care and wellness,no,Female,WH,No,Sophomore,2.5 - 2.99,PRE_NURSE,College of Health Sciences,Learning Center Academic Coaching
2024-11-06,F24,Scheduled,09:30:00,10:00:00,30,,Coach B,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Exam preparation,Cancelled,Female,HI,No,Sophomore,3.0 - 3.49,MECH_BS,College of Engineering,Learning Center Academic Coaching
2024-11-20,F24,Scheduled,12:30:00,13:00:00,30,57.6,Coach M,Academic Coaching: Level II,Student Success Center Main Floor,OFFICE,Building good study habits,yes,Male,WH,No,Junior,2.5 - 2.99,HIST_BA,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-10-10,F24,Scheduled,16:00:00,16:30:00,30,53.4,Coach B,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Memory techniques,yes,Female,BL,No,Senior,3.0 - 3.49,PSYCH_BA,College of Arts and Science,Learning Center Academic Coaching
2024-09-11,F24,Scheduled,14:30:00,15:00:00,30,68.1,Coach R,Academic Coaching: Level II,Learning Center 100,OFFICE,Self-care and wellness,yes,Male,WH,Yes,Junior,2.5 - 2.99,CHME_BS,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-11-16,F24,Scheduled,14:00:00,14:30:00,30,60.6,Coach N,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Campus resources,yes,Male,WH,Yes,Sophomore,3.5 - 4.0,CVEN_BSCIE,College of Engineering,Learning Center Academic Coaching
2024-10-10,F24,Scheduled,16:30:00,17:00:00,30,67.3,Coach F,Learning Center: First Level II Academic Coaching Appointment,Student Success Center Main Floor,OFFICE,Setting goals,yes,Male,WH,No,Sophomore,3.5 - 4.0,ECED_BSED,College of Education and Human Development,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-09-08,F24,Scheduled,08:00:00,08:30:00,30,40.8,Coach D,Learning Center Academic Coaching,Student Success Center,OFFICE,Time management,yes,Female,HI,No,Freshman,2.0 - 2.49,AGHG_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-10-30,F24,Scheduled,15:30:00,16:00:00,30,,Coach R,Academic Coaching: Level II,Student Success Center 100,OFFICE,Building good study habits,Cancelled,Male,AS WH,Yes,Junior,2.0 - 2.49,MGMT_BSBA,Trulaske College of Business,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-09-27,F24,Scheduled,14:30:00,15:00:00,30,,Coach G,Academic Coaching: Level II,Student Success Center,OFFICE,Building good study habits,Cancelled,Female,HI WH,Yes,Sophomore,3.5 - 4.0,ACCTCY_BSBA,Trulaske College of Business,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-11-04,F24,Scheduled,13:00:00,13:30:00,30,49.3,Coach D,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Female,WH,No,Junior,2.0 - 2.49,MAGA_BS,School of Journalism,Learning Center Academic Coaching
2024-11-09,F24,Scheduled,09:00:00,09:30:00,30,,Coach A,Learning Center Academic Coaching,Zoom,ONLINE,Setting goals,Cancelled,Female,WH,No,Freshman,Under 2.0,PRE_NURSE,College of Health Sciences,Learning Center Academic Coaching
2024-09-19,F24,Scheduled,08:30:00,09:00:00,30,54.0,Coach B,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Time management,yes,Female,BL WH,No,Freshman,3.0 - 3.49,FSHN_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-10-22,F24,Scheduled,10:00:00,10:30:00,30,51.4,Coach F,Learning Center Academic Coaching,SSC 100,ELSEWHERE,Exam preparation,yes,Female,WH,No,Sophomore,Under 2.0,PLSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-09-21,F24,Scheduled,08:30:00,09:00:00,30,48.6,Coach M,Learning Center Academic Coaching,Student Success Center,OFFICE,How to read textbooks,yes,Male,WH,No,Sophomore,3.5 - 4.0,MKTG_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2024-09-27,F24,Scheduled,11:30:00,12:00:00,30,53.6,Coach A,Learning Center Academic Coaching,SSC M124,ELSEWHERE,Building good study habits,yes,Female,WH,Yes,Senior,2.5 - 2.99,CVEN_BSCIE,College of Engineering,Learning Center Academic Coaching
2024-09-27,F24,Scheduled,16:30:00,17:00:00,30,72.5,Coach A,Academic Coaching: Level II,Student Success Center 100,OFFICE,Exam preparation,yes,Female,WH,No,Senior,2.5 - 2.99,MATH_BS,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-10-07,F24,Scheduled,08:00:00,08:30:00,30,,Coach B,Learning Center Academic Coaching,Student Success Center Main Floor,ELSEWHERE,How to read textbooks,Cancelled,Female,WH,No,Freshman,2.5 - 2.99,MAGA_BS,School of Journalism,Learning Center Academic Coaching
2024-11-02,F24,Scheduled,08:00:00,08:30:00,30,56.4,Coach A,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Building good study habits,yes,Male,WH,Yes,Freshman,3.5 - 4.0,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2024-12-01,F24,Scheduled,09:00:00,09:30:00,30,49.8,Coach A,Learning Center Academic Coaching,SSC M124,ELSEWHERE,Exam preparation,yes,Male,WH,No,Sophomore,2.5 - 2.99,BRDJ_BS,School of Journalism,Learning Center Academic Coaching
2024-10-29,F24,Scheduled,14:00:00,14:30:00,30,,Coach L,Learning Center Academic Coaching,Zoom,ONLINE,Overcoming procrastination,Cancelled,Female,WH,No,Junior,Under 2.0,CPEG_BS,College of Engineering,Learning Center Academic Coaching
2024-10-03,F24,Scheduled,08:30:00,09:00:00,30,,Coach A,Academic Coaching: Level II,Student Success Center Main Floor,OFFICE,Self-care and wellness,no,Male,AS,No,Senior,2.0 - 2.49,EXPLR_BS,Undecided / Other,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-10-04,F24,Scheduled,08:00:00,08:30:00,30,,Coach A,Learning Center Academic Coaching,Learning Center 100,OFFICE,Time management,Cancelled,Female,BL,Yes,Sophomore,2.5 - 2.99,ANSCI_BS,College of Veterinary Medicine,Learning Center Academic Coaching
2024-10-18,F24,Scheduled,10:30:00,11:00:00,30,42.5,Coach F,Learning Center Academic Coaching,Student Success Center,OFFICE,Exam preparation,yes,Male,WH,No,Senior,Under 2.0,AGHG_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-09-17,F24,Scheduled,15:00:00,15:30:00,30,63.3,Coach Q,Academic Coaching: Level II,Student Success Center,OFFICE,Time management,yes,Female,WH,No,Freshman,3.5 - 4.0,MAGA_BS,School of Journalism,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-10-18,F24,Scheduled,10:00:00,10:30:00,30,54.9,Coach O,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Female,AI WH,No,Freshman,3.0 - 3.49,CHME_BS,College of Engineering,Learning Center Academic Coaching
2024-10-01,F24,Scheduled,11:00:00,11:30:00,30,36.6,Coach E,Learning Center Academic Coaching,Learning Center 100,OFFICE,Exam preparation,yes,Female,WH,No,Freshman,3.0 - 3.49,POLS_BA,College of Arts and Science,Learning Center Academic Coaching
2024-09-24,F24,Scheduled,16:00:00,16:30:00,30,,Coach I,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Setting goals,no,Male,BL WH,No,Freshman,3.5 - 4.0,MKTG_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2024-09-09,F24,Scheduled,12:30:00,13:00:00,30,,Coach B,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Building good study habits,no,Female,WH,No,Sophomore,3.0 - 3.49,ANSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-09-03,F24,Scheduled,14:00:00,14:30:00,30,47.3,Coach L,Learning Center Academic Coaching,SSC 100,ELSEWHERE,Test-taking and test anxiety,yes,Female,WH,No,Senior,2.5 - 2.99,CHME_BS,College of Engineering,Learning Center Academic Coaching
2024-09-21,F24,Scheduled,14:30:00,15:00:00,30,58.5,Coach A,Academic Coaching: Level II,Zoom,ONLINE,Note-taking,yes,Female,HI WH,No,Freshman,3.5 - 4.0,MAGA_BS,School of Journalism,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-09-19,F24,Scheduled,13:00:00,13:30:00,30,44.3,Coach A,Learning Center Academic Coaching,Zoom,ONLINE,Memory techniques,yes,Female,WH,Yes,Freshman,3.5 - 4.0,ENGL_BA,College of Arts and Science,Learning Center Academic Coaching
2024-10-07,F24,Scheduled,09:00:00,09:30:00,30,,Coach F,Academic Coaching: Level II,Zoom,ONLINE,Building good study habits,no,Female,WH,Yes,Sophomore,2.0 - 2.49,BIOSCI_BS,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-11-10,F24,Scheduled,16:30:00,17:00:00,30,,Coach O,Learning Center Academic Coaching,Student Success Center Main Floor,ELSEWHERE,Time management,no,Male,WH,No,Senior,3.5 - 4.0,PSYCH_BA,College of Arts and Science,Learning Center Academic Coaching
2024-10-26,F24,Scheduled,11:00:00,11:30:00,30,,Coach C,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Exam preparation,Cancelled,Female,HI WH,Yes,Junior,2.0 - 2.49,BIOSCI_BS,College of Arts and Science,Learning Center Academic Coaching
2024-11-21,F24,Scheduled,14:00:00,14:30:00,30,55.5,Coach L,Learning Center Academic Coaching,SSC 100,ELSEWHERE,Self-care and wellness,yes,Female,WH,No,Senior,2.5 - 2.99,PSYCH_BA,College of Arts and Science,Learning Center Academic Coaching
2024-10-06,F24,Scheduled,15:30:00,16:00:00,30,45.7,Coach K,Learning Center Academic Coaching,SSC M124,ELSEWHERE,Exam preparation,yes,Female,WH,Yes,Freshman,3.0 - 3.49,EXPLR_BS,Undecided / Other,Learning Center Academic Coaching
2024-09-19,F24,Scheduled,11:30:00,12:00:00,30,44.4,Coach B,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Female,WH,No,Senior,3.5 - 4.0,ACCTCY_BSBA,Trulaske College of Business,Learning Center Academic Coaching
2024-09-23,F24,Scheduled,15:30:00,16:00:00,30,,Coach C,Learning Center Academic Coaching,Student Success Center Main Floor,ELSEWHERE,Exam preparation,Cancelled,Female,WH,No,Junior,3.0 - 3.49,MAGA_BS,School of Journalism,Learning Center Academic Coaching
2024-09-03,F24,Scheduled,13:30:00,14:00:00,30,49.8,Coach B,Academic Coaching: Level II,Student Success Center Main Floor,OFFICE,Time management,yes,Female,WH,Yes,Sophomore,2.5 - 2.99,MKTG_BSBA,Trulaske College of Business,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-11-25,F24,Scheduled,09:30:00,10:00:00,30,,Coach O,Academic Coaching: Level II,Student Success Center Main Floor,OFFICE,Setting goals,Cancelled,Female,WH,No,Senior,2.5 - 2.99,UNDEC_JOUR,School of Journalism,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-10-21,F24,Scheduled,16:00:00,16:30:00,30,50.7,Coach D,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Female,WH,No,Freshman,Under 2.0,MAGA_BS,School of Journalism,Learning Center Academic Coaching
2024-11-30,F24,Scheduled,15:00:00,15:30:00,30,67.8,Coach B,Academic Coaching: Level II,Zoom,ONLINE,Building good study habits,yes,Female,WH,Yes,Senior,2.0 - 2.49,BRDJ_BS,School of Journalism,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-12-04,F24,Scheduled,13:30:00,14:00:00,30,63.5,Coach E,Learning Center Academic Coaching,Zoom,ONLINE,Exam preparation,yes,Male,WH,No,Sophomore,3.5 - 4.0,CVEN_BSCIE,College of Engineering,Learning Center Academic Coaching
2024-10-16,F24,Scheduled,11:00:00,11:30:00,30,41.2,Coach M,Learning Center Academic Coaching,Learning Center 100,OFFICE,Building good study habits,yes,Female,WH,No,Senior,2.5 - 2.99,PLSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-10-26,F24,Scheduled,11:30:00,12:00:00,30,46.0,Coach I,Learning Center Academic Coaching,Zoom,ONLINE,Building good study habits,yes,Female,WH,Yes,Senior,2.0 - 2.49,CPEG_BS,College of Engineering,Learning Center Academic Coaching
2024-08-21,F24,Scheduled,10:30:00,11:00:00,30,46.2,Coach C,Learning Center Academic Coaching,Student Success Center,OFFICE,Self-care and wellness,yes,Female,WH,Yes,Sophomore,3.5 - 4.0,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2024-09-11,F24,Scheduled,14:00:00,14:30:00,30,58.2,Coach B,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Time management,yes,Female,WH,No,Junior,3.0 - 3.49,ENGL_BA,College of Arts and Science,Learning Center Academic Coaching
2024-09-06,F24,Scheduled,15:00:00,15:30:00,30,61.1,Coach G,Academic Coaching: Level II,Student Success Center Main Floor,OFFICE,How to read textbooks,yes,Female,BL WH,No,Sophomore,Under 2.0,MECH_BS,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-10-15,F24,Scheduled,14:00:00,14:30:00,30,46.5,Coach A,Learning Center Academic Coaching,Student Success Center,OFFICE,Self-care and wellness,yes,Female,WH,No,Sophomore,3.5 - 4.0,UNDEC_JOUR,School of Journalism,Learning Center Academic Coaching
2024-10-28,F24,Scheduled,14:30:00,15:00:00,30,,Coach E,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Time management,no,Female,AS,Yes,Freshman,2.0 - 2.49,FSHN_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-10-22,F24,Scheduled,15:00:00,15:30:00,30,,Coach E,Learning Center Academic Coaching,Student Success Center,OFFICE,Setting goals,no,Female,HI WH,No,Sophomore,3.5 - 4.0,UNDEC_JOUR,School of Journalism,Learning Center Academic Coaching
2024-11-02,F24,Scheduled,11:00:00,11:30:00,30,,Coach A,Learning Center Academic Coaching,SSC 100,ELSEWHERE,Setting goals,no,Female,WH,No,Sophomore,3.5 - 4.0,MATH_BS,College of Arts and Science,Learning Center Academic Coaching
2024-08-22,F24,Scheduled,16:00:00,16:30:00,30,67.5,Coach F,Academic Coaching: Level II,Learning Center 100,OFFICE,Memory techniques,yes,Female,WH,Yes,Junior,Under 2.0,MECH_BS,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-10-12,F24,Scheduled,12:00:00,12:30:00,30,63.7,Coach C,Learning Center: First Level II Academic Coaching Appointment,Zoom,ONLINE,Time management,yes,Female,BL,No,Senior,3.0 - 3.49,PLSC_BS,"College of Agriculture, Food & Natural Resources","Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-10-17,F24,Scheduled,15:30:00,16:00:00,30,40.0,Coach D,Learning Center Academic Coaching,Zoom,ONLINE,Time management,yes,Female,WH,No,Junior,3.0 - 3.49,HIST_BA,College of Arts and Science,Learning Center Academic Coaching
2024-12-03,F24,Scheduled,16:30:00,17:00:00,30,,Coach A,Learning Center Academic Coaching,Student Success Center 100,OFFICE,Exam preparation,Cancelled,Female,WH,No,Graduate Student,2.5 - 2.99,POLS_BA,College of Arts and Science,Learning Center Academic Coaching
2024-11-20,F24,Scheduled,11:00:00,11:30:00,30,,Coach A,Academic Coaching: Level II,Student Success Center 100,OFFICE,Building good study habits,Cancelled,Male,WH,No,Sophomore,2.5 - 2.99,MGMT_BSBA,Trulaske College of Business,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-08-28,F24,Scheduled,15:30:00,16:00:00,30,45.7,Coach I,Learning Center Academic Coaching,Learning Center 100,OFFICE,Time management,yes,Female,WH,No,Junior,3.5 - 4.0,HLTH_BS,College of Health Sciences,Learning Center Academic Coaching
2024-08-26,F24,Scheduled,12:00:00,12:30:00,30,53.7,Coach H,Learning Center Academic Coaching,Student Success Center Main Floor,OFFICE,Building good study habits,yes,Male,WH,No,Graduate Student,2.5 - 2.99,FSHN_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-09-17,F24,Scheduled,08:30:00,09:00:00,30,34.8,Coach B,Learning Center Academic Coaching,Zoom,ONLINE,Self-care and wellness,yes,Female,WH,No,Senior,3.5 - 4.0,HDFS_BS,College of Education and Human Development,Learning Center Academic Coaching
2024-11-30,F24,Scheduled,10:00:00,10:30:00,30,63.2,Coach A,Learning Center: First Level II Academic Coaching Appointment,Zoom,ONLINE,Memory techniques,yes,Male,BL WH,No,Freshman,2.5 - 2.99,ACCTCY_BSBA,Trulaske College of Business,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-08-20,F24,Scheduled,09:30:00,10:00:00,30,,Coach B,Learning Center: First Level II Academic Coaching Appointment,Zoom,ONLINE,Building good study habits,no,Female,BL WH,No,Sophomore,2.0 - 2.49,FSHN_BS,"College of Agriculture, Food & Natural Resources","Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-12-08,F24,Scheduled,09:30:00,10:00:00,30,55.7,Coach E,Academic Coaching: Level II,Student Success Center,OFFICE,Other: please describe in comments,yes,Female,WH,Yes,Senior,2.0 - 2.49,HLTHSC_BHS,College of Health Sciences,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-10-15,F24,Scheduled,08:30:00,09:00:00,30,72.8,Coach I,Academic Coaching: Level II,Student Success Center Main Floor,ELSEWHERE,Time management,yes,Female,WH,No,Junior,3.5 - 4.0,PSYCH_BA,College of Arts and Science,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-09-11,F24,Scheduled,12:30:00,13:00:00,30,30.3,Coach D,Learning Center Academic Coaching,Zoom,ONLINE,Self-care and wellness,yes,Male,WH,Yes,Freshman,3.5 - 4.0,CHME_BS,College of Engineering,Learning Center Academic Coaching
2024-11-27,F24,Scheduled,15:30:00,16:00:00,30,57.0,Coach R,Academic Coaching: Level II,Student Success Center,OFFICE,Exam preparation,yes,Male,BL,No,Sophomore,2.0 - 2.49,CVEN_BSCIE,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-09-29,F24,Scheduled,12:00:00,12:30:00,30,65.4,Coach B,Learning Center: First Level II Academic Coaching Appointment,Student Success Center Main Floor,OFFICE,Test-taking and test anxiety,yes,Female,WH,Yes,Junior,3.0 - 3.49,INEG_BS,College of Engineering,"Learning Center Academic Coaching, Learning Center Academic Coaching: Level II"
2024-11-16,F24,Scheduled,11:00:00,11:30:00,30,,Coach A,Learning Center Academic Coaching,Student Success Center 100,OFFICE,How to read textbooks,no,Male,BL,No,Junior,3.0 - 3.49,PLSC_BS,"College of Agriculture, Food & Natural Resources",Learning Center Academic Coaching
2024-12-11,F24,Scheduled,09:30:00,10:00:00,30,58.1,Coach B,Learning Center Academic Coaching,Student Success Center,OFFICE,Time management,yes,Female,WH,No,Junior,3.5 - 4.0,PRE_VET,College of Veterinary Medicine,Learning Center Academic Coaching
