student_id,semester,course_section,age,class_level,first_gen_student,major_type,prior_gpa,study_hours_per_week,attendance_rate,part_time_work_hours,tutoring_sessions,extracurricular_activities,sleep_hours_per_night,anxiety_score,final_score,letter_grade,passed
STU0437,S25,B,23,Senior,No,Non-STEM,4.0,4.5,0.841,16.0,0,2,5.7,5.0,72.4,C,Pass
STU0438,S25,A,22,Freshman,No,STEM,1.93,3.8,0.87,0.0,8,2,7.5,6.0,62.8,D,Pass
STU0439,F24,A,19,Senior,No,Non-STEM,1.71,8.6,0.814,7.5,4,2,7.8,7.0,65.3,D,Pass
STU0440,F23,B,24,Sophomore,Yes,STEM,2.86,9.3,0.946,11.0,6,2,6.0,7.0,76.7,C,Pass
STU0441,S24,B,19,Freshman,No,Non-STEM,3.17,6.3,0.951,0.0,3,0,4.9,3.0,78.2,C,Pass
STU0442,F24,B,22,Junior,No,Non-STEM,2.88,3.6,0.819,0.0,3,3,,3.0,69.8,D,Pass
STU0443,S25,B,23,Freshman,No,Non-STEM,1.45,10.9,0.803,4.3,5,2,6.6,5.0,65.9,D,Pass
STU0444,F23,B,23,Senior,No,Non-STEM,2.84,14.4,0.845,0.0,4,0,6.2,,75.3,C,Pass
STU0445,S25,C,23,Senior,No,Non-STEM,1.99,12.2,0.639,2.1,3,3,7.4,7.0,69.5,D,Pass
STU0446,S24,B,23,Freshman,Yes,STEM,3.37,25.9,0.702,14.0,1,1,5.8,6.0,85.8,B,Pass
STU0447,S24,C,23,Freshman,Yes,Non-STEM,3.16,7.3,0.927,0.0,3,0,5.3,3.0,73.8,C,Pass
STU0448,F23,A,19,Sophomore,Yes,Non-STEM,2.24,18.6,0.841,0.0,4,2,6.9,7.0,79.3,C,Pass
STU0449,F24,B,19,Sophomore,No,Non-STEM,2.54,5.1,0.745,3.4,5,4,7.3,6.0,75.2,C,Pass
STU0450,S24,C,26,Sophomore,Yes,STEM,2.16,4.5,0.826,0.0,3,4,5.3,6.0,61.0,D,Pass
STU0451,S24,B,26,Freshman,No,STEM,2.86,8.9,0.676,3.6,3,4,8.0,4.0,75.8,C,Pass
STU0452,S24,C,20,Sophomore,No,Non-STEM,3.57,21.1,0.793,25.6,1,3,4.5,7.0,77.3,C,Pass
STU0453,S24,C,23,Freshman,No,Non-STEM,2.21,6.7,0.666,26.7,3,0,6.0,8.0,59.5,F,Fail
STU0454,S25,A,24,Junior,No,STEM,3.25,2.2,0.815,2.6,1,1,6.5,4.0,73.0,C,Pass
STU0455,S25,B,22,Junior,Yes,Non-STEM,2.53,14.2,0.805,11.4,3,3,6.0,8.0,72.1,C,Pass
STU0456,F24,A,26,Sophomore,No,Non-STEM,2.34,7.8,0.91,0.0,6,1,6.1,,80.2,B,Pass
STU0457,F23,C,21,Senior,No,Non-STEM,2.83,10.0,0.914,6.0,2,2,9.2,6.0,68.4,D,Pass
STU0458,F23,C,21,Freshman,Yes,Non-STEM,2.18,4.7,0.931,15.0,5,2,,,54.4,F,Fail
STU0459,F23,A,26,Freshman,No,STEM,2.51,8.9,0.75,0.0,3,1,10.0,4.0,69.4,D,Pass
STU0460,S24,A,19,Sophomore,No,STEM,2.06,2.5,0.877,0.0,3,4,7.4,5.0,62.7,D,Pass
STU0461,S25,B,25,Sophomore,No,STEM,4.0,23.8,0.846,4.0,0,2,6.9,4.0,95.5,A,Pass
STU0462,S25,A,29,Sophomore,No,Non-STEM,2.92,15.9,0.82,0.0,1,2,7.4,5.0,75.5,C,Pass
STU0463,F24,A,24,Senior,No,Non-STEM,2.41,8.6,0.682,1.3,3,5,10.0,5.0,72.0,C,Pass
STU0464,F23,B,22,Senior,No,STEM,3.05,14.0,0.779,15.2,2,2,5.5,7.0,77.6,C,Pass
STU0465,S25,B,19,Sophomore,Yes,Non-STEM,2.82,5.1,0.887,0.0,3,1,5.3,8.0,73.4,C,Pass
STU0466,F24,A,23,Junior,Yes,Non-STEM,2.75,15.4,0.985,14.8,4,2,5.8,6.0,76.4,C,Pass
STU0467,F23,C,20,Freshman,Yes,STEM,3.33,6.5,0.802,0.0,1,3,6.8,2.0,76.8,C,Pass
STU0468,S24,C,21,Freshman,No,STEM,3.43,6.2,0.919,0.0,1,3,4.6,6.0,75.6,C,Pass
STU0469,S25,C,24,Junior,No,Non-STEM,2.53,4.0,0.861,4.9,2,3,,8.0,64.1,D,Pass
STU0470,S25,C,20,Sophomore,No,STEM,2.5,10.8,0.854,0.0,3,3,9.0,6.0,70.7,C,Pass
STU0471,F23,A,20,Sophomore,No,Non-STEM,2.71,8.4,0.731,5.0,2,1,7.0,4.0,85.9,B,Pass
STU0472,S24,A,21,Freshman,No,Non-STEM,1.29,18.9,0.737,19.5,4,3,6.4,8.0,69.3,D,Pass
STU0473,S24,A,28,Sophomore,No,Non-STEM,1.84,3.6,0.788,27.3,8,4,6.0,7.0,71.7,C,Pass
STU0474,S25,C,24,Freshman,No,Non-STEM,3.86,10.9,0.83,0.0,2,1,8.0,5.0,79.4,C,Pass
STU0475,F23,C,20,Sophomore,Yes,Non-STEM,4.0,16.8,0.679,0.0,0,0,5.7,2.0,85.0,B,Pass
STU0476,F24,C,21,Freshman,No,Non-STEM,2.73,9.4,0.715,0.4,2,5,9.2,5.0,65.0,D,Pass
STU0477,S25,C,27,Freshman,No,Non-STEM,3.3,6.4,0.981,25.4,1,3,9.3,5.0,67.3,D,Pass
STU0478,S24,B,19,Freshman,Yes,Non-STEM,3.12,9.2,0.944,0.2,3,4,7.1,5.0,88.1,B,Pass
STU0479,F24,B,28,Freshman,No,STEM,4.0,18.0,0.545,34.8,0,4,6.8,6.0,75.7,C,Pass
STU0480,F23,B,20,Senior,No,STEM,3.68,18.0,0.656,0.0,0,2,8.1,4.0,95.6,A,Pass
STU0481,S24,A,28,Freshman,Yes,Non-STEM,2.81,7.6,0.715,0.0,3,2,8.2,,69.7,D,Pass
STU0482,F24,A,25,Freshman,Yes,Non-STEM,2.23,17.8,0.858,31.0,3,2,5.8,7.0,65.3,D,Pass
STU0483,S25,B,20,Sophomore,Yes,STEM,1.78,8.1,0.766,0.0,4,0,6.1,7.0,63.1,D,Pass
STU0484,S24,B,25,Sophomore,No,STEM,3.04,13.9,0.706,0.0,2,3,5.1,5.0,77.4,C,Pass
STU0485,F23,B,19,Freshman,No,Non-STEM,2.37,11.7,0.709,9.6,3,2,7.3,5.0,74.7,C,Pass
STU0486,S24,B,26,Freshman,No,STEM,1.9,6.2,0.731,0.0,4,2,7.7,9.0,66.2,D,Pass
STU0487,S25,A,20,Senior,No,Non-STEM,2.45,4.1,0.879,0.0,3,2,5.0,6.0,69.1,D,Pass
STU0488,F23,B,26,Junior,No,Non-STEM,2.14,17.1,0.803,0.0,3,2,6.2,,73.1,C,Pass
STU0489,S25,B,19,Sophomore,No,Non-STEM,4.0,20.0,0.554,15.6,0,1,5.0,,81.1,B,Pass
STU0490,F24,B,20,Sophomore,No,STEM,3.52,10.7,0.808,0.0,2,1,5.6,7.0,75.1,C,Pass
STU0491,S24,C,29,Freshman,No,STEM,2.89,8.1,0.816,33.1,2,1,7.5,8.0,59.5,F,Fail
STU0492,S25,B,24,Freshman,No,STEM,3.94,3.2,0.994,2.2,0,1,5.8,5.0,85.8,B,Pass
STU0493,F24,B,20,Sophomore,No,STEM,2.95,16.8,0.868,0.0,3,5,6.4,3.0,72.6,C,Pass
STU0494,F23,C,23,Senior,No,Non-STEM,2.3,9.9,0.742,3.7,5,1,4.7,6.0,74.3,C,Pass
STU0495,F23,C,23,Freshman,No,Non-STEM,3.97,6.9,0.899,0.0,2,1,7.0,,79.3,C,Pass
STU0496,F24,C,22,Junior,Yes,STEM,3.28,14.1,0.768,0.0,2,2,6.7,,74.5,C,Pass
STU0497,F24,A,23,Freshman,Yes,STEM,2.17,2.8,0.824,40.0,3,2,5.9,10.0,61.2,D,Pass
STU0498,F23,A,27,Freshman,No,STEM,2.77,3.8,0.843,4.5,4,1,6.6,6.0,80.0,B,Pass
STU0499,S25,A,25,Freshman,Yes,Non-STEM,2.29,5.0,0.829,0.0,4,3,7.0,6.0,76.3,C,Pass
STU0500,F24,A,24,Freshman,No,Non-STEM,1.93,11.5,0.843,0.0,3,3,5.7,4.0,75.0,C,Pass
STU0501,S25,C,20,Senior,No,Non-STEM,3.55,9.3,0.584,15.3,4,1,4.9,4.0,77.5,C,Pass
STU0502,F23,B,19,Sophomore,Yes,Non-STEM,4.0,12.3,0.736,0.0,0,1,9.1,3.0,78.0,C,Pass
STU0503,S25,A,22,Freshman,Yes,Non-STEM,1.92,16.1,0.847,0.0,9,4,6.0,6.0,71.8,C,Pass
STU0504,S25,A,25,Senior,Yes,Non-STEM,3.29,12.6,0.583,0.0,4,3,6.7,6.0,75.7,C,Pass
STU0505,F24,A,18,Senior,Yes,STEM,2.44,24.1,0.467,0.0,4,2,8.1,4.0,87.1,B,Pass
STU0506,S25,B,21,Junior,No,Non-STEM,2.56,16.1,0.699,0.7,6,0,10.0,5.0,75.0,C,Pass
STU0507,S25,C,24,Senior,No,STEM,2.49,7.6,0.928,0.0,4,2,5.2,7.0,72.9,C,Pass
STU0508,S25,C,28,Freshman,No,Non-STEM,2.3,5.6,0.763,0.0,3,2,7.4,5.0,68.8,D,Pass
STU0509,F23,C,18,Junior,No,STEM,2.93,7.7,0.668,3.1,2,1,5.9,6.0,65.1,D,Pass
STU0510,F23,A,22,Junior,No,Non-STEM,2.32,12.9,0.941,8.7,2,2,6.1,6.0,71.6,C,Pass
STU0511,S24,A,21,Senior,No,STEM,3.09,6.0,0.582,0.0,2,2,,5.0,81.4,B,Pass
STU0512,F23,A,22,Junior,No,Non-STEM,2.86,13.1,0.888,0.0,3,1,,5.0,76.4,C,Pass
STU0513,F23,B,24,Freshman,No,STEM,2.73,12.2,0.769,0.0,2,3,6.7,6.0,75.8,C,Pass
STU0514,S24,C,19,Junior,Yes,Non-STEM,2.26,4.0,0.544,10.0,3,3,4.9,4.0,56.1,F,Fail
STU0515,S24,B,20,Freshman,Yes,Non-STEM,2.5,15.9,0.83,5.3,3,1,8.0,5.0,74.4,C,Pass
STU0516,F24,C,20,Freshman,Yes,STEM,3.43,10.5,0.78,5.8,3,3,6.9,5.0,76.0,C,Pass
STU0517,F24,B,21,Freshman,Yes,Non-STEM,3.25,23.4,0.777,6.4,1,0,7.3,6.0,80.7,B,Pass
STU0518,F23,A,27,Senior,No,Non-STEM,2.22,8.1,0.85,15.6,3,3,6.2,9.0,62.4,D,Pass
STU0519,S25,A,20,Freshman,Yes,STEM,2.97,6.7,0.792,7.2,1,1,6.3,5.0,76.5,C,Pass
STU0520,F24,B,20,Sophomore,No,Non-STEM,3.43,3.6,0.88,23.3,2,0,7.2,,65.8,D,Pass
STU0521,F24,C,19,Sophomore,No,Non-STEM,1.73,3.6,0.769,0.0,4,2,5.3,5.0,55.9,F,Fail
STU0522,F23,A,21,Senior,No,Non-STEM,3.28,14.8,0.972,4.9,2,2,6.3,7.0,79.0,C,Pass
STU0523,S25,C,22,Freshman,No,STEM,2.44,22.0,0.76,0.0,3,4,5.7,7.0,75.1,C,Pass
STU0524,S24,C,22,Junior,Yes,Non-STEM,3.3,7.7,0.9,0.0,1,1,5.6,3.0,81.2,B,Pass
STU0525,S24,B,30,Senior,No,Non-STEM,2.37,7.3,0.891,2.7,6,1,4.1,6.0,76.7,C,Pass
STU0526,F23,C,25,Sophomore,Yes,Non-STEM,1.64,8.6,0.765,0.0,4,2,8.5,6.0,59.3,F,Fail
STU0527,F23,B,22,Sophomore,No,Non-STEM,1.76,16.6,0.691,2.8,4,2,5.9,7.0,79.1,C,Pass
STU0528,S25,B,24,Junior,No,STEM,2.93,4.1,0.922,25.1,1,1,8.3,7.0,62.9,D,Pass
STU0529,F23,C,21,Senior,No,STEM,3.08,9.6,0.901,0.0,2,2,8.2,4.0,81.9,B,Pass
STU0530,F23,C,30,Junior,No,Non-STEM,2.27,15.0,0.785,7.3,3,3,5.1,8.0,64.3,D,Pass
STU0531,F23,A,26,Freshman,No,Non-STEM,3.35,11.4,0.917,0.0,1,3,5.4,4.0,79.4,C,Pass
STU0532,S25,B,25,Senior,Yes,Non-STEM,1.74,0.5,0.886,0.0,4,5,,,58.4,F,Fail
STU0533,F23,A,28,Sophomore,Yes,STEM,2.85,12.6,0.747,5.8,2,1,9.1,5.0,78.3,C,Pass
STU0534,F24,A,30,Sophomore,No,Non-STEM,2.05,11.4,0.805,24.4,4,3,6.8,10.0,68.2,D,Pass
STU0535,S25,B,20,Junior,No,STEM,2.44,18.6,0.813,10.1,4,1,,5.0,79.0,C,Pass
STU0536,F24,C,27,Freshman,No,Non-STEM,2.93,20.9,0.715,0.0,2,2,,4.0,74.7,C,Pass
STU0537,S25,B,24,Junior,Yes,Non-STEM,2.3,18.0,0.815,0.8,4,2,7.4,8.0,70.1,C,Pass
STU0538,F24,A,23,Sophomore,No,Non-STEM,2.63,8.7,0.931,0.0,2,5,5.9,5.0,72.0,C,Pass
STU0539,S25,A,29,Senior,No,STEM,3.6,2.1,0.89,20.6,1,3,4.2,8.0,72.4,C,Pass
STU0540,S24,B,20,Freshman,No,Non-STEM,2.5,7.3,0.997,0.0,2,4,5.1,,70.7,C,Pass
STU0541,F23,A,22,Sophomore,No,Non-STEM,3.48,8.5,0.868,21.4,1,3,,6.0,72.6,C,Pass
STU0542,F23,A,22,Junior,No,Non-STEM,2.11,21.8,0.977,0.0,3,4,5.3,3.0,83.0,B,Pass
STU0543,S25,C,24,Freshman,Yes,STEM,3.27,4.7,0.757,0.0,2,3,6.7,5.0,83.8,B,Pass
STU0544,F24,A,24,Freshman,No,Non-STEM,3.91,2.8,0.926,0.2,1,2,5.4,4.0,80.3,B,Pass
STU0545,S24,B,27,Senior,Yes,STEM,1.17,6.1,0.971,4.3,9,1,5.8,9.0,57.0,F,Fail
STU0546,F24,C,23,Freshman,Yes,Non-STEM,2.34,4.9,0.674,14.4,3,1,7.9,9.0,63.1,D,Pass
STU0547,F23,A,30,Senior,No,STEM,3.3,2.6,0.861,18.7,2,0,7.1,5.0,70.7,C,Pass
STU0548,F23,B,24,Freshman,No,STEM,2.76,7.8,0.499,4.2,4,2,,7.0,72.0,C,Pass
STU0549,F24,B,20,Sophomore,No,STEM,3.16,8.7,0.88,8.2,2,2,7.9,7.0,71.9,C,Pass
STU0550,S25,B,21,Junior,No,STEM,2.48,2.5,0.888,0.0,2,2,7.4,7.0,77.6,C,Pass
STU0551,S25,B,25,Junior,No,STEM,2.96,6.6,0.692,6.3,2,5,8.7,6.0,73.8,C,Pass
STU0552,F24,A,24,Sophomore,Yes,Non-STEM,2.79,4.7,0.701,0.0,2,4,6.2,2.0,71.4,C,Pass
STU0553,F23,C,24,Sophomore,No,STEM,3.72,8.9,0.806,1.8,0,1,6.2,4.0,75.8,C,Pass
STU0554,F24,C,30,Junior,Yes,Non-STEM,3.08,9.5,0.875,2.6,3,1,5.1,3.0,72.3,C,Pass
STU0555,F23,A,26,Freshman,No,STEM,3.14,4.7,0.657,0.7,1,2,6.2,,82.5,B,Pass
STU0556,F24,A,21,Sophomore,No,Non-STEM,2.61,15.8,0.769,2.6,2,1,8.1,7.0,72.0,C,Pass
STU0557,S25,A,22,Freshman,No,Non-STEM,2.56,8.4,0.691,0.1,4,3,8.5,6.0,70.6,C,Pass
STU0558,S24,A,21,Sophomore,No,STEM,2.6,4.9,0.972,11.8,4,2,8.0,8.0,68.5,D,Pass
STU0559,F23,B,20,Freshman,Yes,Non-STEM,3.18,2.3,0.824,0.0,2,2,4.5,5.0,72.7,C,Pass
STU0560,S24,A,30,Freshman,No,STEM,2.61,9.8,0.705,40.0,4,3,8.2,7.0,64.6,D,Pass
STU0561,S25,A,24,Sophomore,Yes,Non-STEM,3.1,11.4,0.903,0.0,2,3,4.4,1.0,75.3,C,Pass
STU0562,F24,C,19,Freshman,Yes,Non-STEM,4.0,5.8,0.772,5.1,0,0,8.0,4.0,76.6,C,Pass
STU0563,S25,A,29,Freshman,Yes,STEM,3.51,9.1,0.944,0.0,1,3,6.3,4.0,83.6,B,Pass
STU0564,S24,C,20,Junior,No,STEM,2.67,20.9,0.654,0.0,3,2,7.7,4.0,74.4,C,Pass
STU0565,S25,C,23,Sophomore,No,STEM,3.74,14.3,0.858,0.0,4,1,5.1,2.0,87.0,B,Pass
STU0566,S25,A,23,Senior,No,STEM,2.61,1.1,0.89,0.0,2,0,8.3,4.0,77.3,C,Pass
STU0567,F24,C,19,Junior,No,Non-STEM,1.47,4.8,0.909,33.8,5,2,4.9,9.0,50.3,F,Fail
STU0568,S24,C,18,Freshman,No,Non-STEM,2.19,7.5,0.851,0.0,3,1,5.9,7.0,67.0,D,Pass
STU0569,S24,B,25,Sophomore,No,STEM,1.59,8.7,0.76,9.2,5,1,5.5,8.0,50.2,F,Fail
STU0570,S24,A,28,Freshman,No,STEM,2.65,9.2,0.852,0.0,2,2,4.5,8.0,72.3,C,Pass
STU0571,F23,B,23,Junior,No,STEM,2.91,11.0,0.641,12.7,2,3,6.9,5.0,77.2,C,Pass
STU0572,S25,C,30,Senior,No,STEM,4.0,7.7,0.833,5.9,2,1,9.1,6.0,77.5,C,Pass
STU0573,S24,B,21,Sophomore,Yes,Non-STEM,3.13,8.3,0.794,12.5,2,0,10.0,6.0,70.8,C,Pass
STU0574,S25,A,19,Junior,No,STEM,2.75,14.8,0.675,0.5,2,3,6.9,6.0,89.7,B,Pass
STU0575,F24,B,24,Freshman,No,Non-STEM,3.48,9.9,0.973,0.0,1,0,8.3,4.0,92.0,A,Pass
STU0576,F24,B,20,Sophomore,Yes,STEM,1.35,3.3,0.547,7.3,5,4,7.1,9.0,56.7,F,Fail
STU0577,F23,B,22,Senior,No,STEM,3.06,8.9,0.871,0.0,2,2,7.4,5.0,83.0,B,Pass
STU0578,F23,C,27,Freshman,Yes,Non-STEM,3.44,7.5,0.958,26.3,3,1,6.4,6.0,60.0,D,Pass
STU0579,F24,B,21,Freshman,Yes,Non-STEM,1.86,1.6,0.776,1.3,8,1,7.1,6.0,58.2,F,Fail
STU0580,S24,C,22,Sophomore,Yes,Non-STEM,3.7,9.2,0.794,0.0,1,0,7.5,4.0,77.2,C,Pass
STU0581,F24,C,27,Junior,No,Non-STEM,3.14,3.7,0.826,2.8,2,1,6.0,6.0,69.1,D,Pass
STU0582,S25,B,22,Sophomore,No,Non-STEM,2.61,14.9,0.914,6.0,5,0,6.7,4.0,74.4,C,Pass
STU0583,F23,A,24,Senior,No,STEM,3.34,10.9,0.965,0.0,1,2,6.7,4.0,71.5,C,Pass
STU0584,F23,C,25,Freshman,Yes,Non-STEM,4.0,3.2,0.654,0.0,1,1,7.9,4.0,78.9,C,Pass
STU0585,F24,C,22,Sophomore,No,Non-STEM,3.03,14.5,0.99,0.0,1,2,5.4,5.0,81.2,B,Pass
STU0586,S24,A,22,Junior,No,STEM,3.07,18.7,0.888,8.4,3,2,6.7,8.0,90.5,A,Pass
STU0587,S24,B,22,Freshman,Yes,Non-STEM,2.58,6.9,0.891,19.4,3,1,9.3,8.0,63.8,D,Pass
STU0588,S25,A,21,Junior,No,STEM,2.31,7.5,0.78,0.0,5,0,8.3,6.0,68.0,D,Pass
STU0589,F23,C,24,Freshman,Yes,STEM,3.48,13.7,0.816,0.0,3,0,8.6,5.0,67.3,D,Pass
STU0590,F24,C,21,Freshman,Yes,Non-STEM,2.3,17.9,0.893,22.7,3,0,6.8,8.0,66.7,D,Pass
STU0591,F24,A,21,Freshman,No,Non-STEM,2.95,2.0,0.603,14.7,3,3,7.2,7.0,72.5,C,Pass
STU0592,F23,C,20,Senior,No,Non-STEM,2.57,3.5,0.817,0.0,4,1,8.1,,65.5,D,Pass
STU0593,F24,A,28,Sophomore,Yes,STEM,3.24,6.1,0.88,0.0,1,3,8.8,4.0,91.3,A,Pass
STU0594,F23,C,19,Junior,Yes,Non-STEM,3.13,6.6,0.806,25.9,1,2,4.3,5.0,65.3,D,Pass
STU0595,S24,B,30,Freshman,Yes,Non-STEM,3.63,13.4,0.942,0.0,0,2,5.1,6.0,84.5,B,Pass
STU0596,S24,A,22,Sophomore,Yes,STEM,2.54,18.0,0.564,0.0,3,2,8.5,5.0,71.9,C,Pass
STU0597,F24,A,21,Sophomore,Yes,Non-STEM,2.71,18.8,0.733,3.8,2,3,6.4,5.0,82.0,B,Pass
STU0598,S24,A,20,Senior,No,Non-STEM,2.21,2.0,0.438,19.5,4,1,5.9,,48.5,F,Fail
STU0599,S24,B,20,Junior,No,Non-STEM,2.59,4.5,0.831,0.0,2,0,5.2,6.0,73.0,C,Pass
STU0600,S25,B,21,Junior,No,STEM,3.16,5.3,0.955,0.0,4,2,6.1,3.0,80.8,B,Pass
STU0601,F23,A,30,Freshman,No,STEM,3.43,4.5,0.741,0.0,1,1,5.0,4.0,85.1,B,Pass
STU0602,F23,A,21,Sophomore,No,Non-STEM,2.25,10.8,0.885,0.0,3,2,9.5,5.0,70.7,C,Pass
STU0603,F24,A,24,Sophomore,Yes,Non-STEM,3.51,11.7,0.786,6.0,1,2,6.8,2.0,84.7,B,Pass
STU0604,F23,C,22,Senior,Yes,Non-STEM,3.85,8.3,0.979,0.0,1,2,6.7,3.0,85.0,B,Pass
STU0605,S25,C,30,Freshman,No,STEM,3.19,7.7,0.708,25.5,1,2,7.6,7.0,69.2,D,Pass
STU0606,F24,A,23,Freshman,Yes,Non-STEM,4.0,6.3,0.776,6.4,0,2,8.1,4.0,79.3,C,Pass
STU0607,F24,B,19,Sophomore,Yes,Non-STEM,2.36,6.9,0.686,0.0,3,3,8.0,3.0,58.2,F,Fail
STU0608,F23,A,21,Freshman,Yes,STEM,2.03,20.8,0.959,0.0,5,3,8.2,8.0,80.8,B,Pass
STU0609,S24,C,30,Freshman,No,Non-STEM,1.65,12.8,0.722,0.0,6,2,6.0,6.0,63.4,D,Pass
STU0610,S24,C,26,Senior,No,Non-STEM,3.95,6.5,0.932,3.4,0,2,6.4,4.0,77.2,C,Pass
STU0611,S24,B,22,Sophomore,No,STEM,3.36,7.6,0.618,13.7,2,3,7.8,6.0,76.8,C,Pass
STU0612,S24,C,20,Senior,No,STEM,2.86,11.0,0.807,0.0,3,2,6.1,4.0,73.7,C,Pass
STU0613,S25,C,20,Junior,No,Non-STEM,3.1,3.2,0.797,1.4,1,2,6.8,6.0,63.4,D,Pass
STU0614,F24,C,20,Freshman,No,Non-STEM,2.11,9.1,0.89,6.4,8,3,7.3,6.0,56.5,F,Fail
STU0615,S24,B,19,Sophomore,Yes,Non-STEM,4.0,12.3,0.948,12.5,2,2,7.8,4.0,79.4,C,Pass
STU0616,S25,A,25,Freshman,Yes,STEM,2.99,11.4,0.839,0.0,1,0,4.5,6.0,91.0,A,Pass
STU0617,F24,A,24,Senior,Yes,STEM,2.98,4.6,0.64,2.4,1,4,7.7,7.0,76.6,C,Pass
STU0618,F23,A,23,Sophomore,Yes,Non-STEM,3.41,5.2,0.735,1.0,1,0,6.5,6.0,78.8,C,Pass
STU0619,F23,B,29,Sophomore,Yes,Non-STEM,3.24,1.4,0.636,0.0,1,3,7.7,6.0,70.6,C,Pass
STU0620,S25,A,25,Freshman,Yes,STEM,3.06,13.2,0.96,3.6,3,3,7.8,4.0,81.9,B,Pass
STU0621,F24,A,19,Sophomore,No,Non-STEM,2.35,26.1,0.92,0.0,3,4,8.9,3.0,92.6,A,Pass
STU0622,S24,B,22,Freshman,No,STEM,3.23,4.1,0.763,0.0,3,0,8.6,7.0,71.7,C,Pass
STU0623,F24,A,26,Sophomore,No,STEM,4.0,16.1,0.827,0.0,1,2,8.6,7.0,93.2,A,Pass
STU0624,S24,B,22,Junior,No,STEM,3.84,24.8,0.859,2.2,1,2,8.7,6.0,90.4,A,Pass
STU0625,S25,C,23,Junior,No,STEM,4.0,5.9,0.894,0.0,1,1,7.2,3.0,90.9,A,Pass
STU0626,S24,C,19,Freshman,No,Non-STEM,2.54,7.7,0.906,17.6,2,0,6.8,5.0,70.2,C,Pass
STU0627,S25,B,21,Sophomore,No,Non-STEM,2.21,9.7,0.92,10.9,3,2,7.9,5.0,75.9,C,Pass
STU0628,F24,B,24,Senior,Yes,Non-STEM,2.81,11.1,0.648,0.0,3,2,7.8,3.0,72.7,C,Pass
STU0629,F24,B,22,Freshman,Yes,Non-STEM,2.94,10.1,0.759,3.7,1,0,6.4,5.0,80.2,B,Pass
STU0630,S24,A,19,Senior,No,Non-STEM,3.67,6.2,0.877,1.6,0,2,7.3,,80.0,B,Pass
STU0631,F24,C,26,Freshman,No,Non-STEM,1.72,12.2,0.922,8.6,6,3,6.8,7.0,64.8,D,Pass
STU0632,S24,A,22,Junior,Yes,Non-STEM,3.97,6.3,0.911,10.6,1,3,5.7,,90.8,A,Pass
STU0633,F24,A,23,Sophomore,Yes,Non-STEM,2.79,10.5,0.712,5.3,2,4,8.5,8.0,69.8,D,Pass
STU0634,F23,C,19,Sophomore,No,Non-STEM,2.6,8.1,0.784,0.0,4,2,6.9,5.0,70.9,C,Pass
STU0635,S24,A,19,Senior,Yes,Non-STEM,2.19,1.8,0.775,5.4,5,4,9.5,,68.0,D,Pass
STU0636,S25,B,23,Freshman,No,STEM,1.74,17.5,0.865,0.0,4,3,4.7,9.0,72.4,C,Pass
STU0637,F23,A,28,Freshman,Yes,Non-STEM,3.48,5.3,0.936,27.8,0,1,6.1,7.0,71.8,C,Pass
STU0638,S25,A,26,Sophomore,No,Non-STEM,2.95,18.6,0.705,0.0,5,1,6.8,4.0,93.8,A,Pass
STU0639,F24,A,25,Junior,Yes,Non-STEM,2.0,15.7,0.503,5.8,4,2,8.3,8.0,63.5,D,Pass
STU0640,F23,A,23,Freshman,No,STEM,1.99,9.5,0.907,1.8,3,2,7.3,6.0,78.9,C,Pass
STU0641,F24,B,19,Junior,Yes,Non-STEM,2.66,11.5,0.951,11.8,3,2,7.2,5.0,80.1,B,Pass
STU0642,S24,C,18,Sophomore,No,Non-STEM,4.0,12.4,0.881,0.0,1,2,5.3,6.0,92.4,A,Pass
STU0643,S25,B,30,Freshman,No,STEM,2.72,7.2,0.824,0.0,2,3,5.3,7.0,63.7,D,Pass
STU0644,F24,C,22,Junior,No,Non-STEM,1.85,7.4,0.805,3.9,4,2,7.2,7.0,58.0,F,Fail
STU0645,S25,A,21,Freshman,No,STEM,2.73,12.0,0.824,36.0,2,0,5.0,,76.6,C,Pass
STU0646,S25,A,23,Sophomore,No,STEM,2.71,8.1,0.839,0.0,9,3,6.1,3.0,67.5,D,Pass
STU0647,F24,A,20,Freshman,No,Non-STEM,1.01,6.2,0.785,11.1,5,1,7.5,8.0,50.2,F,Fail
STU0648,S24,B,21,Sophomore,No,Non-STEM,2.86,4.6,0.91,0.7,3,5,5.5,4.0,70.8,C,Pass
STU0649,S25,B,30,Sophomore,No,Non-STEM,2.74,10.7,0.671,0.0,5,0,8.9,5.0,75.5,C,Pass
STU0650,F24,B,24,Sophomore,No,Non-STEM,3.39,5.2,0.698,9.1,1,4,8.4,7.0,81.3,B,Pass
STU0651,S24,C,25,Sophomore,Yes,STEM,4.0,14.1,0.894,13.3,5,0,4.8,6.0,80.0,B,Pass
STU0652,F24,B,22,Sophomore,No,STEM,3.69,14.8,0.945,21.4,4,1,5.6,8.0,76.6,C,Pass
STU0653,S24,B,27,Freshman,No,STEM,2.71,11.4,0.847,0.0,5,0,4.0,4.0,76.8,C,Pass
STU0654,S25,C,27,Sophomore,No,STEM,2.13,13.0,0.838,0.5,3,3,5.8,5.0,71.7,C,Pass
STU0655,F23,A,22,Senior,No,Non-STEM,4.0,11.5,0.436,25.3,1,3,,7.0,80.0,B,Pass
STU0656,F24,B,22,Senior,No,Non-STEM,2.94,13.6,0.785,0.0,3,2,6.3,6.0,76.7,C,Pass
